"","fips","simyear","stover_removal","SOC_20cm_g_m2"
"12522",18011,2021,"G25S",4681.78179
"12523",18011,2021,"G50S",4557.24764
"12524",18011,2021,"G75S",4429.57116
"12525",18011,2022,"G",4847.89602
"12526",18011,2022,"G25S",4699.21087
"12527",18011,2022,"G50S",4548.65102
"12528",18011,2022,"G75S",4394.43141
"12529",18011,2023,"G",4832.51572
"12530",18011,2023,"G25S",4698.83506
"12531",18011,2023,"G50S",4563.37223
"12532",18011,2023,"G75S",4424.04466
"12533",18011,2024,"G",4906.30656
"12534",18011,2024,"G25S",4741.3749
"12535",18011,2024,"G50S",4574.16854
"12536",18011,2024,"G75S",4403.77752
"12537",18011,2025,"G",4879.94667
"12538",18011,2025,"G25S",4731.25725
"12539",18011,2025,"G50S",4580.48566
"12540",18011,2025,"G75S",4427.02194
"12541",18011,2026,"G",4954.96948
"12542",18011,2026,"G25S",4775.71163
"12543",18011,2026,"G50S",4594.56414
"12544",18011,2026,"G75S",4410.02452
"12545",18011,2027,"G",4932.81457
"12546",18011,2027,"G25S",4770.08651
"12547",18011,2027,"G50S",4605.3713
"12548",18011,2027,"G75S",4437.55898
"12549",18011,2028,"G",4989.41995
"12550",18011,2028,"G25S",4798.87864
"12551",18011,2028,"G50S",4606.84271
"12552",18011,2028,"G75S",4411.21216
"12553",18011,2029,"G",4965.98994
"12554",18011,2029,"G25S",4793.37842
"12555",18011,2029,"G50S",4617.88473
"12556",18011,2029,"G75S",4440.95907
"12557",18011,2030,"G",5003.27958
"12558",18011,2030,"G25S",4808.11248
"12559",18011,2030,"G50S",4612.15076
"12560",18011,2030,"G75S",4410.1243
"12561",18011,2031,"G",4977.46282
"12562",18011,2031,"G25S",4802.35041
"12563",18011,2031,"G50S",4625.95583
"12564",18011,2031,"G75S",4442.77908
"12565",18011,2032,"G",5091.6963
"12566",18011,2032,"G25S",4875.28976
"12567",18011,2032,"G50S",4658.8886
"12568",18011,2032,"G75S",4438.08037
"12569",18011,2033,"G",5054.07714
"12570",18011,2033,"G25S",4859.1734
"12571",18011,2033,"G50S",4663.88251
"12572",18011,2033,"G75S",4464.58704
"12573",18011,2034,"G",5171.14757
"12574",18011,2034,"G25S",4935.49741
"12575",18011,2034,"G50S",4700.75761
"12576",18011,2034,"G75S",4460.60576
"12577",18011,2035,"G",5150.42134
"12578",18011,2035,"G25S",4937.93414
"12579",18011,2035,"G50S",4725.97722
"12580",18011,2035,"G75S",4509.19331
"12581",18011,2036,"G",5232.34953
"12582",18011,2036,"G25S",4987.80137
"12583",18011,2036,"G50S",4743.79843
"12584",18011,2036,"G75S",4494.54858
"12585",18011,2037,"G",5189.26603
"12586",18011,2037,"G25S",4968.75055
"12587",18011,2037,"G50S",4748.68527
"12588",18011,2037,"G75S",4523.96312
"12589",18011,2038,"G",5233.92081
"12590",18011,2038,"G25S",4990.16967
"12591",18011,2038,"G50S",4745.71106
"12592",18011,2038,"G75S",4496.18064
"12593",18011,2039,"G",5200.83851
"12594",18011,2039,"G25S",4980.88728
"12595",18011,2039,"G50S",4760.03107
"12596",18011,2039,"G75S",4534.49558
"12597",18011,2040,"G",5278.81352
"12598",18011,2040,"G25S",5024.79346
"12599",18011,2040,"G50S",4770.56842
"12600",18011,2040,"G75S",4510.48153
"12601",18015,2011,"G",4442.93521
"12602",18015,2011,"G25S",4442.64138
"12603",18015,2011,"G50S",4442.15372
"12604",18015,2011,"G75S",4441.82904
"12605",18015,2012,"G",4519.34394
"12606",18015,2012,"G25S",4481.3656
"12607",18015,2012,"G50S",4442.92556
"12608",18015,2012,"G75S",4403.62254
"12609",18015,2013,"G",4533.12871
"12610",18015,2013,"G25S",4497.49146
"12611",18015,2013,"G50S",4461.66783
"12612",18015,2013,"G75S",4424.88122
"12613",18015,2014,"G",4590.57039
"12614",18015,2014,"G25S",4520.4612
"12615",18015,2014,"G50S",4449.86563
"12616",18015,2014,"G75S",4378.17006
"12617",18015,2015,"G",4573.32385
"12618",18015,2015,"G25S",4509.12746
"12619",18015,2015,"G50S",4444.44469
"12620",18015,2015,"G75S",4379.03107
"12621",18015,2016,"G",4641.40662
"12622",18015,2016,"G25S",4541.97659
"12623",18015,2016,"G50S",4441.80954
"12624",18015,2016,"G75S",4338.81781
"12625",18015,2017,"G",4616.37242
"12626",18015,2017,"G25S",4525.83924
"12627",18015,2017,"G50S",4433.80606
"12628",18015,2017,"G75S",4340.21863
"12629",18015,2018,"G",4681.80816
"12630",18015,2018,"G25S",4563.11177
"12631",18015,2018,"G50S",4441.30921
"12632",18015,2018,"G75S",4315.85729
"12633",18015,2019,"G",4640.46884
"12634",18015,2019,"G25S",4531.40015
"12635",18015,2019,"G50S",4420.16359
"12636",18015,2019,"G75S",4305.82214
"12637",18015,2020,"G",4690.87629
"12638",18015,2020,"G25S",4553.37652
"12639",18015,2020,"G50S",4413.95952
"12640",18015,2020,"G75S",4270.8438
"12641",18015,2021,"G",4676.58807
"12642",18015,2021,"G25S",4551.54813
"12643",18015,2021,"G50S",4424.87862
"12644",18015,2021,"G75S",4295.18571
"12645",18015,2022,"G",4741.0117
"12646",18015,2022,"G25S",4586.72578
"12647",18015,2022,"G50S",4430.38689
"12648",18015,2022,"G75S",4270.43077
"12649",18015,2023,"G",4726.0137
"12650",18015,2023,"G25S",4585.91974
"12651",18015,2023,"G50S",4443.84196
"12652",18015,2023,"G75S",4297.63461
"12653",18015,2024,"G",4794.39158
"12654",18015,2024,"G25S",4624.35292
"12655",18015,2024,"G50S",4451.66746
"12656",18015,2024,"G75S",4276.09073
"12657",18015,2025,"G",4767.65354
"12658",18015,2025,"G25S",4612.72046
"12659",18015,2025,"G50S",4455.52207
"12660",18015,2025,"G75S",4295.7139
"12661",18015,2026,"G",4839.17333
"12662",18015,2026,"G25S",4655.1647
"12663",18015,2026,"G50S",4468.90927
"12664",18015,2026,"G75S",4279.31321
"12665",18015,2027,"G",4818.21573
"12666",18015,2027,"G25S",4650.19417
"12667",18015,2027,"G50S",4479.63815
"12668",18015,2027,"G75S",4305.93533
"12669",18015,2028,"G",4902.29768
"12670",18015,2028,"G25S",4700.84865
"12671",18015,2028,"G50S",4498.02197
"12672",18015,2028,"G75S",4291.83615
"12673",18015,2029,"G",4869.43729
"12674",18015,2029,"G25S",4685.7581
"12675",18015,2029,"G50S",4498.93828
"12676",18015,2029,"G75S",4311.07294
"12677",18015,2030,"G",4888.85662
"12678",18015,2030,"G25S",4687.35019
"12679",18015,2030,"G50S",4485.11547
"12680",18015,2030,"G75S",4277.05246
"12681",18015,2031,"G",4856.60286
"12682",18015,2031,"G25S",4674.47605
"12683",18015,2031,"G50S",4491.2518
"12684",18015,2031,"G75S",4301.00543
"12685",18015,2032,"G",4968.53975
"12686",18015,2032,"G25S",4746.62482
"12687",18015,2032,"G50S",4524.50628
"12688",18015,2032,"G75S",4298.07307
"12689",18015,2033,"G",4931.01743
"12690",18015,2033,"G25S",4729.28724
"12691",18015,2033,"G50S",4526.99046
"12692",18015,2033,"G75S",4320.9605
"12693",18015,2034,"G",5037.51323
"12694",18015,2034,"G25S",4797.4728
"12695",18015,2034,"G50S",4558.62876
"12696",18015,2034,"G75S",4314.47005
"12697",18015,2035,"G",5017.86134
"12698",18015,2035,"G25S",4799.23778
"12699",18015,2035,"G50S",4581.44763
"12700",18015,2035,"G75S",4358.81813
"12701",18015,2036,"G",5090.10837
"12702",18015,2036,"G25S",4842.40926
"12703",18015,2036,"G50S",4595.78058
"12704",18015,2036,"G75S",4343.38787
"12705",18015,2037,"G",5049.41841
"12706",18015,2037,"G25S",4824.33361
"12707",18015,2037,"G50S",4600.03775
"12708",18015,2037,"G75S",4370.54084
"12709",18015,2038,"G",5107.95799
"12710",18015,2038,"G25S",4857.2853
"12711",18015,2038,"G50S",4607.82623
"12712",18015,2038,"G75S",4352.19079
"12713",18015,2039,"G",5086.404
"12714",18015,2039,"G25S",4857.80115
"12715",18015,2039,"G50S",4629.84277
"12716",18015,2039,"G75S",4396.08334
"12717",18015,2040,"G",5160.17745
"12718",18015,2040,"G25S",4899.23968
"12719",18015,2040,"G50S",4640.22787
"12720",18015,2040,"G75S",4374.16437
"12721",18017,2011,"G",3883.62032
"12722",18017,2011,"G25S",3883.24048
"12723",18017,2011,"G50S",3882.46064
"12724",18017,2011,"G75S",3882.0304
"12725",18017,2012,"G",3946.89088
"12726",18017,2012,"G25S",3914.47424
"12727",18017,2012,"G50S",3881.71728
"12728",18017,2012,"G75S",3848.09056
"12729",18017,2013,"G",3960.41232
"12730",18017,2013,"G25S",3929.68688
"12731",18017,2013,"G50S",3898.60096
"12732",18017,2013,"G75S",3866.92512
"12733",18017,2014,"G",4003.90176
"12734",18017,2014,"G25S",3944.33392
"12735",18017,2014,"G50S",3884.19552
"12736",18017,2014,"G75S",3823.15712
"12737",18017,2015,"G",3996.2312
"12738",18017,2015,"G25S",3941.24208
"12739",18017,2015,"G50S",3885.75216
"12740",18017,2015,"G75S",3829.44208
"12741",18017,2016,"G",4055.14976
"12742",18017,2016,"G25S",3968.72832
"12743",18017,2016,"G50S",3881.75648
"12744",18017,2016,"G75S",3792.32416
"12745",18017,2017,"G",4040.35216
"12746",18017,2017,"G25S",3961.03648
"12747",18017,2017,"G50S",3879.74096
"12748",18017,2017,"G75S",3797.59344
"12749",18017,2018,"G",4100.37472
"12750",18017,2018,"G25S",3995.54528
"12751",18017,2018,"G50S",3888.40576
"12752",18017,2018,"G75S",3778.24528
"12753",18017,2019,"G",4065.3928
"12754",18017,2019,"G25S",3968.66912
"12755",18017,2019,"G50S",3869.88496
"12756",18017,2019,"G75S",3768.71936
"12757",18017,2020,"G",4107.38192
"12758",18017,2020,"G25S",3985.95296
"12759",18017,2020,"G50S",3862.91312
"12760",18017,2020,"G75S",3736.60192
"12761",18017,2021,"G",4097.99648
"12762",18017,2021,"G25S",3987.10272
"12763",18017,2021,"G50S",3874.87792
"12764",18017,2021,"G75S",3759.87168
"12765",18017,2022,"G",4148.8848
"12766",18017,2022,"G25S",4012.99744
"12767",18017,2022,"G50S",3875.55808
"12768",18017,2022,"G75S",3735.00704
"12769",18017,2023,"G",4141.70624
"12770",18017,2023,"G25S",4017.97344
"12771",18017,2023,"G50S",3892.38864
"12772",18017,2023,"G75S",3762.872
"12773",18017,2024,"G",4207.80224
"12774",18017,2024,"G25S",4056.02624
"12775",18017,2024,"G50S",3902.62848
"12776",18017,2024,"G75S",3746.26864
"12777",18017,2025,"G",4187.45056
"12778",18017,2025,"G25S",4048.64768
"12779",18017,2025,"G50S",3908.13312
"12780",18017,2025,"G75S",3764.88592
"12781",18017,2026,"G",4246.47232
"12782",18017,2026,"G25S",4082.47504
"12783",18017,2026,"G50S",3917.06608
"12784",18017,2026,"G75S",3748.39424
"12785",18017,2027,"G",4230.22352
"12786",18017,2027,"G25S",4079.83968
"12787",18017,2027,"G50S",3927.56432
"12788",18017,2027,"G75S",3771.75632
"12789",18017,2028,"G",4301.25264
"12790",18017,2028,"G25S",4121.976
"12791",18017,2028,"G50S",3941.64736
"12792",18017,2028,"G75S",3757.95584
"12793",18017,2029,"G",4277.15216
"12794",18017,2029,"G25S",4112.3176
"12795",18017,2029,"G50S",3945.7512
"12796",18017,2029,"G75S",3777.34128
"12797",18017,2030,"G",4285.00608
"12798",18017,2030,"G25S",4107.1328
"12799",18017,2030,"G50S",3928.05792
"12800",18017,2030,"G75S",3744.13024
"12801",18017,2031,"G",4262.46096
"12802",18017,2031,"G25S",4101.48256
"12803",18017,2031,"G50S",3938.66304
"12804",18017,2031,"G75S",3769.21088
"12805",18017,2032,"G",4359.52448
"12806",18017,2032,"G25S",4162.8984
"12807",18017,2032,"G50S",3965.82032
"12808",18017,2032,"G75S",3765.22896
"12809",18017,2033,"G",4330.36912
"12810",18017,2033,"G25S",4150.73312
"12811",18017,2033,"G50S",3970.18544
"12812",18017,2033,"G75S",3786.30432
"12813",18017,2034,"G",4415.02528
"12814",18017,2034,"G25S",4202.85776
"12815",18017,2034,"G50S",3991.3576
"12816",18017,2034,"G75S",3776.024
"12817",18017,2035,"G",4406.43488
"12818",18017,2035,"G25S",4212.1768
"12819",18017,2035,"G50S",4018.15664
"12820",18017,2035,"G75S",3820.39296
"12821",18017,2036,"G",4463.50384
"12822",18017,2036,"G25S",4244.56144
"12823",18017,2036,"G50S",4025.87712
"12824",18017,2036,"G75S",3803.01904
"12825",18017,2037,"G",4431.90016
"12826",18017,2037,"G25S",4231.95952
"12827",18017,2037,"G50S",4031.91728
"12828",18017,2037,"G75S",3828.3408
"12829",18017,2038,"G",4473.16144
"12830",18017,2038,"G25S",4252.76592
"12831",18017,2038,"G50S",4032.49904
"12832",18017,2038,"G75S",3807.72816
"12833",18017,2039,"G",4459.01264
"12834",18017,2039,"G25S",4257.24992
"12835",18017,2039,"G50S",4055.16624
"12836",18017,2039,"G75S",3848.54832
"12837",18017,2040,"G",4520.3656
"12838",18017,2040,"G25S",4290.42176
"12839",18017,2040,"G50S",4061.05696
"12840",18017,2040,"G75S",3826.22848
"12841",18019,2011,"G",4381.4214
"12842",18019,2011,"G25S",4381.3214
"12843",18019,2011,"G50S",4381.3214
"12844",18019,2011,"G75S",4381.2214
"12845",18019,2012,"G",4441.11375
"12846",18019,2012,"G25S",4418.1333
"12847",18019,2012,"G50S",4394.39595
"12848",18019,2012,"G75S",4370.1586
"12849",18019,2013,"G",4483.3242
"12850",18019,2013,"G25S",4455.91635
"12851",18019,2013,"G50S",4427.7085
"12852",18019,2013,"G75S",4399.1291
"12853",18019,2014,"G",4548.92505
"12854",18019,2014,"G25S",4496.40405
"12855",18019,2014,"G50S",4442.69685
"12856",18019,2014,"G75S",4388.14655
"12857",18019,2015,"G",4570.4593
"12858",18019,2015,"G25S",4513.8627
"12859",18019,2015,"G50S",4456.10835
"12860",18019,2015,"G75S",4397.8109
"12861",18019,2016,"G",4627.4714
"12862",18019,2016,"G25S",4547.316
"12863",18019,2016,"G50S",4464.40285
"12864",18019,2016,"G75S",4380.0466
"12865",18019,2017,"G",4657.23155
"12866",18019,2017,"G25S",4574.2273
"12867",18019,2017,"G50S",4487.7084
"12868",18019,2017,"G75S",4399.57315
"12869",18019,2018,"G",4722.4152
"12870",18019,2018,"G25S",4617.4237
"12871",18019,2018,"G50S",4508.815
"12872",18019,2018,"G75S",4398.0494
"12873",18019,2019,"G",4744.69085
"12874",18019,2019,"G25S",4638.12035
"12875",18019,2019,"G50S",4527.9749
"12876",18019,2019,"G75S",4415.62945
"12877",18019,2020,"G",4801.97705
"12878",18019,2020,"G25S",4673.0452
"12879",18019,2020,"G50S",4540.16685
"12880",18019,2020,"G75S",4404.9454
"12881",18019,2021,"G",4830.5028
"12882",18019,2021,"G25S",4701.2911
"12883",18019,2021,"G50S",4568.46135
"12884",18019,2021,"G75S",4433.5454
"12885",18019,2022,"G",4878.9769
"12886",18019,2022,"G25S",4729.3461
"12887",18019,2022,"G50S",4575.61105
"12888",18019,2022,"G75S",4419.0036
"12889",18019,2023,"G",4902.1052
"12890",18019,2023,"G25S",4753.35145
"12891",18019,2023,"G50S",4600.59345
"12892",18019,2023,"G75S",4445.1484
"12893",18019,2024,"G",4980.70115
"12894",18019,2024,"G25S",4807.9196
"12895",18019,2024,"G50S",4629.8045
"12896",18019,2024,"G75S",4448.11615
"12897",18019,2025,"G",5001.88955
"12898",18019,2025,"G25S",4829.667
"12899",18019,2025,"G50S",4652.35315
"12900",18019,2025,"G75S",4471.62295
"12901",18019,2026,"G",5083.25005
"12902",18019,2026,"G25S",4886.5118
"12903",18019,2026,"G50S",4684.3245
"12904",18019,2026,"G75S",4478.37775
"12905",18019,2027,"G",5115.26775
"12906",18019,2027,"G25S",4919.03075
"12907",18019,2027,"G50S",4717.51625
"12908",18019,2027,"G75S",4512.42765
"12909",18019,2028,"G",5172.66775
"12910",18019,2028,"G25S",4955.0401
"12911",18019,2028,"G50S",4731.8203
"12912",18019,2028,"G75S",4504.55485
"12913",18019,2029,"G",5194.27505
"12914",18019,2029,"G25S",4979.17795
"12915",18019,2029,"G50S",4758.4318
"12916",18019,2029,"G75S",4533.03915
"12917",18019,2030,"G",5234.7984
"12918",18019,2030,"G25S",5000.78135
"12919",18019,2030,"G50S",4761.4575
"12920",18019,2030,"G75S",4518.34575
"12921",18019,2031,"G",5260.67235
"12922",18019,2031,"G25S",5031.3867
"12923",18019,2031,"G50S",4796.93735
"12924",18019,2031,"G75S",4557.5863
"12925",18019,2032,"G",5349.8685
"12926",18019,2032,"G25S",5093.27225
"12927",18019,2032,"G50S",4831.6692
"12928",18019,2032,"G75S",4566.83515
"12929",18019,2033,"G",5367.96435
"12930",18019,2033,"G25S",5113.9789
"12931",18019,2033,"G50S",4855.17285
"12932",18019,2033,"G75S",4593.4927
"12933",18019,2034,"G",5453.83035
"12934",18019,2034,"G25S",5171.7895
"12935",18019,2034,"G50S",4885.42805
"12936",18019,2034,"G75S",4595.06405
"12937",18019,2035,"G",5480.0591
"12938",18019,2035,"G25S",5201.6144
"12939",18019,2035,"G50S",4919.12065
"12940",18019,2035,"G75S",4632.8528
"12941",18019,2036,"G",5537.38415
"12942",18019,2036,"G25S",5238.635
"12943",18019,2036,"G50S",4935.60835
"12944",18019,2036,"G75S",4628.0645
"12945",18019,2037,"G",5558.29145
"12946",18019,2037,"G25S",5265.52805
"12947",18019,2037,"G50S",4968.63025
"12948",18019,2037,"G75S",4667.2437
"12949",18019,2038,"G",5623.2564
"12950",18019,2038,"G25S",5308.2635
"12951",18019,2038,"G50S",4989.4086
"12952",18019,2038,"G75S",4665.46495
"12953",18019,2039,"G",5628.68005
"12954",18019,2039,"G25S",5320.1712
"12955",18019,2039,"G50S",5008.015
"12956",18019,2039,"G75S",4690.6985
"12957",18019,2040,"G",5686.6624
"12958",18019,2040,"G25S",5355.29815
"12959",18019,2040,"G50S",5021.3012
"12960",18019,2040,"G75S",4682.23185
"12961",18021,2011,"G",4506.69708
"12962",18021,2011,"G25S",4506.59613
"12963",18021,2011,"G50S",4506.24527
"12964",18021,2011,"G75S",4505.44519
"12965",18021,2012,"G",4568.34793
"12966",18021,2012,"G25S",4535.95141
"12967",18021,2012,"G50S",4503.03213
"12968",18021,2012,"G75S",4469.58844
"12969",18021,2013,"G",4586.49718
"12970",18021,2013,"G25S",4554.71451
"12971",18021,2013,"G50S",4522.38637
"12972",18021,2013,"G75S",4489.53194
"12973",18021,2014,"G",4656.55259
"12974",18021,2014,"G25S",4591.36364
"12975",18021,2014,"G50S",4525.35825
"12976",18021,2014,"G75S",4458.67738
"12977",18021,2015,"G",4637.90177
"12978",18021,2015,"G25S",4575.97399
"12979",18021,2015,"G50S",4513.3279
"12980",18021,2015,"G75S",4450.08363
"12981",18021,2016,"G",4683.81962
"12982",18021,2016,"G25S",4594.35426
"12983",18021,2016,"G50S",4502.74586
"12984",18021,2016,"G75S",4409.64366
"12985",18021,2017,"G",4680.76107
"12986",18021,2017,"G25S",4596.50884
"12987",18021,2017,"G50S",4509.19242
"12988",18021,2017,"G75S",4421.96671
"12989",18021,2018,"G",4743.8705
"12990",18021,2018,"G25S",4632.79618
"12991",18021,2018,"G50S",4519.72224
"12992",18021,2018,"G75S",4403.34891
"12993",18021,2019,"G",4719.37135
"12994",18021,2019,"G25S",4614.97972
"12995",18021,2019,"G50S",4508.26573
"12996",18021,2019,"G75S",4398.3866
"12997",18021,2020,"G",4775.11726
"12998",18021,2020,"G25S",4643.80246
"12999",18021,2020,"G50S",4510.67147
"13000",18021,2020,"G75S",4373.94459
"13001",18021,2021,"G",4776.57281
"13002",18021,2021,"G25S",4653.94631
"13003",18021,2021,"G50S",4529.77906
"13004",18021,2021,"G75S",4402.52044
"13005",18021,2022,"G",4832.05772
"13006",18021,2022,"G25S",4683.98455
"13007",18021,2022,"G50S",4533.86517
"13008",18021,2022,"G75S",4379.58596
"13009",18021,2023,"G",4830.18873
"13010",18021,2023,"G25S",4692.31389
"13011",18021,2023,"G50S",4552.42002
"13012",18021,2023,"G75S",4407.8918
"13013",18021,2024,"G",4910.54847
"13014",18021,2024,"G25S",4743.11985
"13015",18021,2024,"G50S",4573.12508
"13016",18021,2024,"G75S",4398.9513
"13017",18021,2025,"G",4901.76946
"13018",18021,2025,"G25S",4745.45762
"13019",18021,2025,"G50S",4586.47868
"13020",18021,2025,"G75S",4423.37603
"13021",18021,2026,"G",4992.68228
"13022",18021,2026,"G25S",4805.39216
"13023",18021,2026,"G50S",4615.89404
"13024",18021,2026,"G75S",4422.12137
"13025",18021,2027,"G",4978.94632
"13026",18021,2027,"G25S",4803.16184
"13027",18021,2027,"G50S",4625.16936
"13028",18021,2027,"G75S",4443.45321
"13029",18021,2028,"G",5025.14634
"13030",18021,2028,"G25S",4826.01245
"13031",18021,2028,"G50S",4624.75233
"13032",18021,2028,"G75S",4419.2186
"13033",18021,2029,"G",5011.04752
"13034",18021,2029,"G25S",4824.75446
"13035",18021,2029,"G50S",4634.45157
"13036",18021,2029,"G75S",4441.82032
"13037",18021,2030,"G",5062.42029
"13038",18021,2030,"G25S",4852.1421
"13039",18021,2030,"G50S",4641.08676
"13040",18021,2030,"G75S",4423.61772
"13041",18021,2031,"G",5062.48075
"13042",18021,2031,"G25S",4867.07171
"13043",18021,2031,"G50S",4670.5056
"13044",18021,2031,"G75S",4465.9001
"13045",18021,2032,"G",5170.79318
"13046",18021,2032,"G25S",4938.59386
"13047",18021,2032,"G50S",4705.93472
"13048",18021,2032,"G75S",4468.5544
"13049",18021,2033,"G",5152.31777
"13050",18021,2033,"G25S",4935.38153
"13051",18021,2033,"G50S",4717.55919
"13052",18021,2033,"G75S",4495.63938
"13053",18021,2034,"G",5265.65686
"13054",18021,2034,"G25S",5011.49923
"13055",18021,2034,"G50S",4757.88211
"13056",18021,2034,"G75S",4498.24086
"13057",18021,2035,"G",5261.13307
"13058",18021,2035,"G25S",5023.73196
"13059",18021,2035,"G50S",4786.61157
"13060",18021,2035,"G75S",4544.07323
"13061",18021,2036,"G",5332.61196
"13062",18021,2036,"G25S",5067.91833
"13063",18021,2036,"G50S",4803.7518
"13064",18021,2036,"G75S",4533.34712
"13065",18021,2037,"G",5309.58354
"13066",18021,2037,"G25S",5062.89231
"13067",18021,2037,"G50S",4816.4518
"13068",18021,2037,"G75S",4563.90127
"13069",18021,2038,"G",5381.9816
"13070",18021,2038,"G25S",5108.0088
"13071",18021,2038,"G50S",4834.58345
"13072",18021,2038,"G75S",4554.19458
"13073",18021,2039,"G",5357.8839
"13074",18021,2039,"G25S",5102.61804
"13075",18021,2039,"G50S",4847.66961
"13076",18021,2039,"G75S",4585.98674
"13077",18021,2040,"G",5427.18021
"13078",18021,2040,"G25S",5142.68776
"13079",18021,2040,"G50S",4858.24035
"13080",18021,2040,"G75S",4566.85213
"13081",18023,2011,"G",4845.26856
"13082",18023,2011,"G25S",4845.06856
"13083",18023,2011,"G50S",4844.5935
"13084",18023,2011,"G75S",4844.36856
"13085",18023,2012,"G",4921.84938
"13086",18023,2012,"G25S",4882.34434
"13087",18023,2012,"G50S",4842.13954
"13088",18023,2012,"G75S",4801.2345
"13089",18023,2013,"G",4938.25968
"13090",18023,2013,"G25S",4900.20956
"13091",18023,2013,"G50S",4861.5098
"13092",18023,2013,"G75S",4822.28486
"13093",18023,2014,"G",5005.58654
"13094",18023,2014,"G25S",4929.8827
"13095",18023,2014,"G50S",4853.50428
"13096",18023,2014,"G75S",4776.07598
"13097",18023,2015,"G",4984.93904
"13098",18023,2015,"G25S",4914.41602
"13099",18023,2015,"G50S",4843.29348
"13100",18023,2015,"G75S",4771.37118
"13101",18023,2016,"G",5051.84312
"13102",18023,2016,"G25S",4946.44192
"13103",18023,2016,"G50S",4838.76614
"13104",18023,2016,"G75S",4728.51554
"13105",18023,2017,"G",5027.64694
"13106",18023,2017,"G25S",4930.40234
"13107",18023,2017,"G50S",4830.30834
"13108",18023,2017,"G75S",4729.1647
"13109",18023,2018,"G",5085.72488
"13110",18023,2018,"G25S",4959.37788
"13111",18023,2018,"G50S",4829.98148
"13112",18023,2018,"G75S",4696.81026
"13113",18023,2019,"G",5049.40472
"13114",18023,2019,"G25S",4932.4642
"13115",18023,2019,"G50S",4812.79922
"13116",18023,2019,"G75S",4689.98484
"13117",18023,2020,"G",5100.93542
"13118",18023,2020,"G25S",4954.59226
"13119",18023,2020,"G50S",4806.05006
"13120",18023,2020,"G75S",4653.43328
"13121",18023,2021,"G",5086.06802
"13122",18023,2021,"G25S",4951.45652
"13123",18023,2021,"G50S",4814.92104
"13124",18023,2021,"G75S",4674.88604
"13125",18023,2022,"G",5129.07138
"13126",18023,2022,"G25S",4968.48266
"13127",18023,2022,"G50S",4805.74478
"13128",18023,2022,"G75S",4638.9575
"13129",18023,2023,"G",5117.08312
"13130",18023,2023,"G25S",4969.85076
"13131",18023,2023,"G50S",4820.4443
"13132",18023,2023,"G75S",4666.8635
"13133",18023,2024,"G",5190.38864
"13134",18023,2024,"G25S",5011.72822
"13135",18023,2024,"G50S",4830.49346
"13136",18023,2024,"G75S",4645.60954
"13137",18023,2025,"G",5171.36776
"13138",18023,2025,"G25S",5006.86466
"13139",18023,2025,"G50S",4839.93734
"13140",18023,2025,"G75S",4670.03592
"13141",18023,2026,"G",5244.0234
"13142",18023,2026,"G25S",5049.54212
"13143",18023,2026,"G50S",4852.76156
"13144",18023,2026,"G75S",4652.23184
"13145",18023,2027,"G",5224.77902
"13146",18023,2027,"G25S",5044.95482
"13147",18023,2027,"G50S",4862.73134
"13148",18023,2027,"G75S",4676.93376
"13149",18023,2028,"G",5288.3114
"13150",18023,2028,"G25S",5078.98408
"13151",18023,2028,"G50S",4867.98242
"13152",18023,2028,"G75S",4653.10666
"13153",18023,2029,"G",5270.19028
"13154",18023,2029,"G25S",5077.04546
"13155",18023,2029,"G50S",4880.80136
"13156",18023,2029,"G75S",4682.78316
"13157",18023,2030,"G",5304.11882
"13158",18023,2030,"G25S",5089.37136
"13159",18023,2030,"G50S",4873.79968
"13160",18023,2030,"G75S",4651.60354
"13161",18023,2031,"G",5281.04974
"13162",18023,2031,"G25S",5084.83394
"13163",18023,2031,"G50S",4887.31886
"13164",18023,2031,"G75S",4682.32968
"13165",18023,2032,"G",5397.36462
"13166",18023,2032,"G25S",5159.69366
"13167",18023,2032,"G50S",4921.74836
"13168",18023,2032,"G75S",4679.05414
"13169",18023,2033,"G",5369.16268
"13170",18023,2033,"G25S",5150.47566
"13171",18023,2033,"G50S",4931.3143
"13172",18023,2033,"G75S",4707.82896
"13173",18023,2034,"G",5485.85118
"13174",18023,2034,"G25S",5226.93418
"13175",18023,2034,"G50S",4969.11766
"13176",18023,2034,"G75S",4705.07716
"13177",18023,2035,"G",5474.0243
"13178",18023,2035,"G25S",5235.79172
"13179",18023,2035,"G50S",4998.25938
"13180",18023,2035,"G75S",4755.17836
"13181",18023,2036,"G",5561.9315
"13182",18023,2036,"G25S",5290.49484
"13183",18023,2036,"G50S",5020.45818
"13184",18023,2036,"G75S",4743.99802
"13185",18023,2037,"G",5524.75738
"13186",18023,2037,"G25S",5275.60394
"13187",18023,2037,"G50S",5027.50038
"13188",18023,2037,"G75S",4773.77356
"13189",18023,2038,"G",5571.66314
"13190",18023,2038,"G25S",5299.05646
"13191",18023,2038,"G50S",5026.64906
"13192",18023,2038,"G75S",4747.91864
"13193",18023,2039,"G",5545.24346
"13194",18023,2039,"G25S",5294.8941
"13195",18023,2039,"G50S",5044.26896
"13196",18023,2039,"G75S",4787.97092
"13197",18023,2040,"G",5623.15474
"13198",18023,2040,"G25S",5338.60034
"13199",18023,2040,"G50S",5055.19534
"13200",18023,2040,"G75S",4764.69202
"13201",18027,2011,"G",3999.38315
"13202",18027,2011,"G25S",3999.28316
